장소ID, 장소명, 도로명주소, 장소상세설명, 유저ID, 위도, 경도, 등록일시, 수정일시, 지번주소, 사용여부
1420,여기,제주특별자치도 제주시 한경면 용당길 175,여기,,33.3364885,126.1648458,2018-10-06,2018-10-06,제주특별자치도 제주시 한경면 용수리 3889-1,
1455,바다향기펜션,제주특별자치도 제주시 행원로1길 32,2박3일숙소,,33.5548682,126.8000089,2018-10-17,2018-10-17,제주특별자치도 제주시 구좌읍 행원리 1537-5,
1456,제주국제공항,제주특별자치도 제주시 행원로1길 32,3일(토) 7:40 도착5일(월) 21:10 출발,,33.5065286,126.4930853,2018-10-17,2018-10-17,제주특별자치도 제주시 용담2동 1462-1,
1457,호텔 엠씨씨,제주특별자치도 서귀포시 섭지코지로25번길 29 에스디호스텔,첫날숙소,,33.4416807,126.9189051,2018-10-17,2018-10-17,제주특별자치도 서귀포시 성산읍 고성리 444-7,
1458,제주하버호텔,제주특별자치도 제주시 임항로 260,숙박,,33.5176765,126.5382697,2018-10-17,2018-10-17,제주특별자치도 제주시 건입동 1037-1,
1459,자매국수 노형점,제주특별자치도 제주시 월랑로4길 6,식당,,33.4877899,126.4783773,2018-10-17,2018-10-17,제주특별자치도 제주시 노형동 1279-1,
1460,애월늘,제주특별자치도 제주시 중산간서로 5534,샌드위치,,33.4407708,126.3301368,2018-10-17,2018-10-17,제주특별자치도 제주시 애월읍 납읍리 1816-1,
1461,신창풍차해안도로,제주특별자치도 제주시 중산간서로 5534,풍차,,33.3427243,126.1721142,2018-10-17,2018-10-17,제주특별자치도 제주시 한경면 신창리 1481-23,
1462,베롱베롱구운호떡,제주특별자치도 제주시 세화1길 39,호떡,,33.526915,126.8554225,2018-10-17,2018-10-17,제주특별자치도 제주시 구좌읍 세화리 3642-2,
1463,말이소,제주특별자치도 제주시 해맞이해안로 816,말고기김밥,,33.5546105,126.8244861,2018-10-17,2018-10-17,제주특별자치도 제주시 구좌읍 행원리 93,
1464,제주관광공사,제주특별자치도 제주시 선덕로 23 제주웰컴센터,다정이,,33.486196,126.4991648,2018-10-17,2018-10-17,제주특별자치도 제주시 연동 313-80,
1465,마구로쇼쿠도,제주특별자치도 제주시 연삼로 422,식당,,33.4961785,126.5362266,2018-10-17,2018-10-17,제주특별자치도 제주시 이도2동 1063-6,
1534,제주국제공항,제주특별자치도 제주시 도리로 106-11,입출국장소,,33.5060052,126.492676,2018-11-03,2018-11-03,제주특별자치도 제주시 용담2동 1984-5,
1542,kj풍경마을펜션,제주특별자치도 제주시 애월해안로 554-45,숙소,,33.4760154,126.3626712,2018-11-07,2018-11-07,제주특별자치도 제주시 애월읍 신엄리 2681-1,
1537,더퍼스트70호텔,제주특별자치도 서귀포시 명동로 46 글램블루호텔,더퍼스트70호텔,,33.2470053,126.5668365,2018-11-05,2018-11-05,제주특별자치도 서귀포시 정방동 182,
1540,제주공항,제주특별자치도 제주시 공항로 2,도착,,33.5064253,126.4923087,2018-11-07,2018-11-07,제주특별자치도 제주시 용담2동 2002,
1541,설빙,제주특별자치도 제주시 광양14길 7,후식,,33.4980199,126.5298954,2018-11-07,2018-11-07,제주특별자치도 제주시 이도2동 1186-9,
1543,태국정통타이왓포,제주특별자치도 제주시 삼무로3길 27,마시지,,33.4902553,126.4930144,2018-11-07,2018-11-07,제주특별자치도 제주시 연동 281-23,
1544,금악리건강증진센터,제주특별자치도 제주시 한창로 1295-1,패러글라이딩,,33.3566152,126.2969067,2018-11-07,2018-11-07,제주특별자치도 제주시 한림읍 금악리 1903,
1545,구이사이,제주특별자치도 제주시 신엄9길 2,아침식사,,33.4721622,126.3685204,2018-11-07,2018-11-07,제주특별자치도 제주시 애월읍 신엄리 1252-4,
1546,tortuga,제주특별자치도 제주시 귀덕9길 19,오션뷰숙소,,33.4428146,126.2899338,2018-11-08,2018-11-08,제주특별자치도 제주시 한림읍 귀덕리 3020-2,
1547,제주공항,,제주여행시작,,33.505527,126.493959,2018-11-08,2018-11-08,제주특별자치도 제주시 용담2동 1462,
1549,카페두두,,카페,,33.5102376,126.4812444,2018-11-08,2018-11-08,제주특별자치도 제주시 도두동 704-1,
1550,아트하우스두드림,,숙소 27~29일,,33.3969914,126.2637114,2018-11-08,2018-11-08,제주특별자치도 제주시 한림읍 동명리 2205-1,
1615,송정농원(감귤따기체험),,09시~17시실외 1만실내 1만5천,,33.4794677,126.564111,2018-11-22,2018-11-22,제주특별자치도 제주시 아라동 2465-7,
1616,보말과비바리(보말칼국수),제주특별자치도 제주시 화삼북로 7,ㅇ,,33.5175133,126.5739616,2018-11-22,2018-11-22,제주특별자치도 제주시 화북동 12-4,
1645,난드르깡통구이,제주특별자치도 서귀포시 환해장성로 517,제주 서귀포시 성산읍 환해장성로 517,,33.4026804,126.9026452,2019-06-21,2019-06-21,제주특별자치도 서귀포시 성산읍 온평리 1002,
1646,보롬코지펜션,제주특별자치도 제주시 해맞이해안로 402,월정리 671-1,,33.5592334,126.7926067,2019-06-21,2019-06-21,제주특별자치도 제주시 구좌읍 월정리 670-5,
1647,공항,제주특별자치도 제주시 명신1길 42-1,반납,,33.5010598,126.498386,2019-06-21,2019-06-21,제주특별자치도 제주시 용담2동 1647-1,
1678,제주 호텔 알레그리아,,제주 서귀포시 중앙로47번길 25,,33.2430316,126.5645394,2019-06-27,2019-06-27,제주특별자치도 서귀포시 송산동 717-1,
1655,오월의 꽃,제주특별자치도 제주시 한경면 녹차분재로 542,무인카페,,33.3197905,126.2673796,2019-06-23,2019-06-23,제주특별자치도 제주시 한경면 저지리 2989-1,
1670,어머니횟집,제주특별자치도 서귀포시 중문로 54 삼오정,횟집,,33.2561036,126.4257245,2019-06-25,2019-06-25,제주특별자치도 서귀포시 중문동 1621-4,
1679,제주오션파크,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2601-11,,33.4722295,126.916166,2019-06-27,2019-06-27,제주특별자치도 서귀포시 성산읍 오조리,
1680,해룡펜션,,제주 서귀포시 성산읍 성산중앙로 70-2 제주해룡,,33.4655308,126.935412,2019-06-27,2019-06-27,제주특별자치도 서귀포시 성산읍 성산리 298-28,
1681,해녀촌,제주특별자치도 제주시 동복로1길 5,제주특별자치도 제주시 구좌읍 동복로 33,,33.5534744,126.7098908,2019-06-27,2019-06-27,제주특별자치도 제주시 구좌읍 동복리 1759,
1686,자매국수,제주특별자치도 제주시 월랑로4길 6,고기국수,,33.4877917,126.4783362,2019-06-28,2019-06-28,제주특별자치도 제주시 노형동 1279-1,
1688,이루후제,제주특별자치도 서귀포시 하신로 61,식당,,33.2596296,126.6302693,2019-06-29,2019-06-29,제주특별자치도 서귀포시 남원읍 하례리 209,
1722,렌터카,,렌터카,,33.499615,126.4846701,2019-07-06,2019-07-06,제주특별자치도 제주시 도두동 306-1,
1692,공항도착,,2일 공항 도착,,33.484019,126.4956482,2019-07-01,2019-07-01,제주특별자치도 제주시 연동 304,
1718,제주공항,제주특별자치도 제주시 해맞이해안로 2486-21,공항,,33.5022986,126.4964887,2019-07-05,2019-07-05,제주특별자치도 제주시 용담2동 1624-7,
1703,칠돈가,제주특별자치도 제주시 서천길 1,흑돼지,,33.5023019,126.5107548,2019-07-04,2019-07-04,제주특별자치도 제주시 용담2동 2695-4,
1723,숙소)아띠랑스,제주특별자치도 서귀포시 해맞이해안로 2614,1.60654E+11,,33.4776494,126.9092152,2019-07-06,2019-07-06,제주특별자치도 서귀포시 성산읍 시흥리 10,
1721,제주도착,,제주도착!!,,33.5052547,126.4930818,2019-07-06,2019-07-06,제주특별자치도 제주시 용담2동 1462,
1724,종달리마을,제주특별자치도 제주시 종달로5길 23,종달리마을,,33.4932782,126.8987172,2019-07-06,2019-07-06,제주특별자치도 제주시 구좌읍 종달리 841-1,
1725,(숙소)w728,제주특별자치도 제주시 종달로5길 23,w728,,33.5581069,126.7941295,2019-07-06,2019-07-06,제주특별자치도 제주시 구좌읍 월정리 643-1,
1736,바닷가펜션,제주특별자치도 서귀포시 형제해안로 254 바닷가하우스,"2인기준 59,000 (최대 4인)",,33.2121135,126.2921245,2019-07-09,2019-07-09,제주특별자치도 서귀포시 대정읍 상모리 73,
1733,홍대부부,제주특별자치도 제주시 협재4길 7-2,퓨전요리,,33.3938346,126.2415509,2019-07-08,2019-07-08,제주특별자치도 제주시 한림읍 협재리 1749,
1734,국수앤 백사장회센터,제주특별자치도 서귀포시 표선면 표선당포로 19-3 표선포구민박,"보말칼국수, 고기국수",,33.3262445,126.8442301,2019-07-08,2019-07-08,제주특별자치도 서귀포시 표선면 표선리 45-11,
1737,비자숲길15,제주특별자치도 제주시 비자숲길 13,"1. 2방(178,000)2. 독채1방(170,000)",,33.4954047,126.8123861,2019-07-09,2019-07-09,제주특별자치도 제주시 구좌읍 평대리 3200-4,
1740,리치유클래시아,제주특별자치도 서귀포시 성산등용로17번길 55,성산읍 성산등용로 17번길55,,33.4602137,126.9294619,2019-07-09,2019-07-09,제주특별자치도 서귀포시 성산읍 성산리 395,
1756,제주엔젤렌트카,제주특별자치도 제주시 도령로 171-1,064-744-1401,,33.496312,126.4929844,2019-07-12,2019-07-12,제주특별자치도 제주시 용담2동 1815,
1751,제주공항,,공항ㅇㅇㅇㅇㅇ,,33.502494,126.4961239,2019-07-11,2019-07-11,제주특별자치도 제주시 용담2동 2580-85,
1794,자매국수,제주특별자치도 제주시 삼성로 67,고기국수 근처주차장 물어보기,,33.5080438,126.5323504,2019-07-15,2019-07-15,제주특별자치도 제주시 일도2동 1050-1,
1795,마리스테라 103동,제주특별자치도 제주시 하가로2길 80-1,제주시 애월읍 하가로2길 80-3숙소,,33.4624365,126.3449193,2019-07-15,2019-07-15,제주특별자치도 제주시 애월읍 하가리 1225,
1585,가람돌솥밥,제주특별자치도 서귀포시 중문상로 178,식사,,33.239997,126.4037912,2018-11-14,2018-11-14,제주특별자치도 서귀포시 예래동,
1589,우도등대공원,제주특별자치도 서귀포시 평화로 267,등대이쁨,,33.4909403,126.965466,2018-11-14,2018-11-14,제주특별자치도 제주시 우도면 연평리 산21-2,
1590,뱃도새기,제주특별자치도 제주시 우도면 우도봉길 105,흑돼지,,33.2552498,126.5794845,2018-11-14,2018-11-14,제주특별자치도 서귀포시 영천동 841-8,
1591,산굼부리,제주특별자치도 제주시 비자림로 768,산굼부리 분화구,,33.4341209,126.6888261,2018-11-14,2018-11-14,제주특별자치도 제주시 조천읍 교래리 342-5,
1609,제주 국제공항,,20시45분도착,,33.4967811,126.4920561,2018-11-20,2018-11-20,제주특별자치도 제주시 용담2동 1814-1,
1611,제주국제공항,,!!!,,33.5046783,126.4949963,2018-11-20,2018-11-20,제주특별자치도 제주시 용담2동 1462-1,
1625,제주하늘을날다,제주특별자치도 제주시 한창로 1295-1,패러글라이딩,,33.3563331,126.2964744,2019-06-20,2019-06-20,제주특별자치도 제주시 한림읍 금악리 1906,
1660,케니스토리 인 서귀포,제주특별자치도 서귀포시 동문로 46 제일산부인과,호텔,,33.2499386,126.564996,2019-06-23,2019-06-23,제주특별자치도 서귀포시 중앙동 270-12,
1668,연리지가든,제주특별자치도 제주시 한경면 두조로 190-20,흑돼지,,33.3450493,126.2024304,2019-06-25,2019-06-25,제주특별자치도 제주시 한경면 두모리 288,
1687,자매국수,제주특별자치도 제주시 월랑로4길 6,"고기국수 
#음식점 ",,33.4877917,126.4783362,2019-06-28,2019-06-28,제주특별자치도 제주시 노형동 1279-1,
1683,우진해장국,제주특별자치도 제주시 다호북길 7,밥,,33.5030177,126.4966346,2019-06-28,2019-06-28,제주특별자치도 제주시 용담2동 1577-4,
1685,제주공항,제주특별자치도 제주시 공항로 2,제주국제공항,,33.5068359,126.493,2019-06-28,2019-06-28,제주특별자치도 제주시 용담2동 2002,
1694,자매국수,제주특별자치도 제주시 귀아랑길 24,제주 제주시 삼성로 67,,33.4914834,126.497306,2019-07-01,2019-07-01,제주특별자치도 제주시 연동 301-19,
1699,사이프러스 골프텔,제주특별자치도 서귀포시 표선면 서성일로10번길 23-4,숙소,,33.4151689,126.7444024,2019-07-04,2019-07-04,제주특별자치도 서귀포시 표선면 성읍리 3292,
1706,제주공항,제주특별자치도 제주시 공항로 2,제주공항,,33.5068586,126.4928437,2019-07-04,2019-07-04,제주특별자치도 제주시 용담2동 2002,
1719,롯데마트 제주점,제주특별자치도 제주시 연북로 1 롯데마트,장볼곳,,33.482414,126.4825268,2019-07-05,2019-07-05,제주특별자치도 제주시 노형동 708-3,
1730,김포공항,서울특별시 강서구 하늘길 111 국내선 주차대기실,출발,,37.5538307,126.8020876,2019-07-07,2019-07-07,서울특별시 강서구 공항동 1372,
1746,제주도착,제주특별자치도 제주시 공항로 2,수하물 찾고 렌트카인수,,33.5057495,126.4936232,2019-07-10,2019-07-10,제주특별자치도 제주시 용담2동 1462,
1732,제주공항,제주특별자치도 제주시 귀아랑1길 6 봉영주택,도착,,33.5054751,126.4932472,2019-07-07,2019-07-07,제주특별자치도 제주시 용담2동 1462,
1738,천짓골 식당 흑돼지수육,제주특별자치도 서귀포시 중앙로41번길 4,흑돼지 수육,,33.2482375,126.5613412,2019-07-09,2019-07-09,제주특별자치도 서귀포시 천지동 294-10,
1774,제주공항,제주특별자치도 제주시 해안마을서4길 100,ㄴㄹ,,33.5033158,126.4968805,2019-07-14,2019-07-14,제주특별자치도 제주시 용담2동 1578-2,
1766,할머니집,제주특별자치도 제주시 신산로 8-1,제주도 할머니집,,33.5123392,126.5315089,2019-07-13,2019-07-13,제주특별자치도 제주시 일도1동 1064-7,
1792,제주항,제주특별자치도 제주시 명림로 520,녹동-제주,,33.5244773,126.5446291,2019-07-15,2019-07-15,제주특별자치도 제주시 건입동 1453,
1787,제주공항,,제주공항,,33.4983461,126.4885932,2019-07-14,2019-07-14,제주특별자치도 제주시 도두동 287-9,
1826,속골 할망라면,제주특별자치도 서귀포시 중문관광로 192,속골 할망라면,,33.2405057,126.5262551,2019-07-19,2019-07-19,제주특별자치도 서귀포시 호근동,
1802,제주공항,,ㅇ,,33.5064427,126.4929777,2019-07-17,2019-07-17,제주특별자치도 제주시 용담2동 1462-1,
1804,복자씨네 연탄구이,제주특별자치도 제주시 신북로 650-1,흑돼지,,33.5404501,126.6791704,2019-07-17,2019-07-17,제주특별자치도 제주시 조천읍 함덕리 산81-1,
1830,리치망고 애월본점,제주특별자치도 제주시 애월해안로 272,애월해안로 272,,33.4685091,126.3402582,2019-07-20,2019-07-20,제주특별자치도 제주시 애월읍 고내리 474-1,
1840,삼다수공장견학,제주특별자치도 제주시 남조로 1717-35,29일 16:301765,,33.4211606,126.6725679,2019-07-20,2019-07-20,제주특별자치도 제주시 조천읍 교래리 산70,
1842,제주국제공항,제주특별자치도 제주시 공항로 2,도착,,33.5066797,126.493018,2019-07-21,2019-07-21,제주특별자치도 제주시 용담2동 2002,
1843,제주국제공항,제주특별자치도 제주시 공항로 2,도착,,33.5066801,126.4930611,2019-07-21,2019-07-21,제주특별자치도 제주시 용담2동 2002,
1845,제주양떼목장,제주특별자치도 제주시 도치돌길 289-13,양떼,,33.4111694,126.365266,2019-07-21,2019-07-21,제주특별자치도 제주시 애월읍 납읍리 114,
1847,공항,,공항도착,,33.499339,126.4971249,2019-07-22,2019-07-22,제주특별자치도 제주시 용담2동 1713-2,
1584,아우룸펜션,,숙소,,33.2378378,126.6078257,2018-11-13,2018-11-13,제주특별자치도 서귀포시 송산동,
1594,운진항,,마라도가는배,,33.2095018,126.2566525,2018-11-15,2018-11-15,제주특별자치도 서귀포시 대정읍 하모리 646-21,
1598,리썸팬션,제주특별자치도 서귀포시 노을해안로 708,팬션,,33.2755361,126.1722979,2018-11-19,2018-11-19,제주특별자치도 서귀포시 대정읍 신도리 3080,
1639,베스트웨스턴호텔,제주특별자치도 제주시 도령로 27 네이버후드,1일차 숙소,,33.4877074,126.4819088,2019-06-20,2019-06-20,제주특별자치도 제주시 노형동 1295-16,
1640,공항,제주특별자치도 제주시 공항로 2,공항,,33.5068531,126.4929918,2019-06-20,2019-06-20,제주특별자치도 제주시 용담2동 2002,
1648,청주공항,제주특별자치도 서귀포시 1100로 1187,12:55 아시아나,,36.7134888,127.4950216,2019-06-21,2019-06-21,충청북도 청주시 청원구 오근장동 1,
1649,제주공항,제주특별자치도 서귀포시 1100로 1187,14:00 도착,,33.5031365,126.4920686,2019-06-21,2019-06-21,제주특별자치도 제주시 도두동 19-2,
1650,노블베베,제주특별자치도 제주시 일주서로 7735,"카시트, 식탁의자 빌리기",,33.4939912,126.4730083,2019-06-21,2019-06-21,제주특별자치도 제주시 도두동 2275,
1651,두그루 하우스,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 30,펜션,,33.241599,126.3322928,2019-06-21,2019-06-21,제주특별자치도 서귀포시 안덕면 화순리 852-2,
1658,클랭블루,제주특별자치도 제주시 한경면 한경해안로 552-22,카페,,33.3448782,126.1772664,2019-06-23,2019-06-23,제주특별자치도 제주시 한경면 신창리 1293-1,
1664,제주4.3평화공원,제주특별자치도 제주시 명림로 430 제주4.3평화기념관,평화공원,,33.4516335,126.6191197,2019-06-23,2019-06-23,제주특별자치도 제주시 봉개동 237-2,
1661,보말명가,제주특별자치도 서귀포시 성산등용로 44 옛날옛적,칼국수 아침,,33.466847,126.9306738,2019-06-23,2019-06-23,제주특별자치도 서귀포시 성산읍 성산리 382-10,
1663,새우리 성산점,제주특별자치도 서귀포시 환해장성로 913,냠,,33.4326849,126.9150621,2019-06-23,2019-06-23,제주특별자치도 서귀포시 성산읍 고성리 599-1,
1671,제주공항,,.,,33.499386,126.4894147,2019-06-26,2019-06-26,제주특별자치도 제주시 도두동 344,
1673,윈스토리호텔,제주특별자치도 서귀포시 중정로 11 호텔 윈 스토리,.,,33.2477007,126.5575102,2019-06-27,2019-06-27,제주특별자치도 서귀포시 천지동 318-17,
1690,꺼멍목장,,흑돼지,,33.2429291,126.4545798,2019-06-30,2019-06-30,제주특별자치도 서귀포시 중문동 1636,
1695,sk렌트카 셔틀버스,제주특별자치도 제주시 일주동로 30-36,5번게이트-건너편 렌터카셔틀버스승하차장-들어가기-gs편의점 오른쪽 나온뒤 횡단보도통과-9구역 4승강장,,33.5040538,126.4924299,2019-07-02,2019-07-02,제주특별자치도 제주시 용담2동 1946,
1744,옛마을펜션,제주특별자치도 서귀포시 안덕면 중산간서로 1995-27,0,,33.2503704,126.5816304,2019-07-10,2019-07-10,제주특별자치도 서귀포시 영천동 612-1,
1698,더로맨틱 내 생에 가장 아름다운 날들,,카페,,33.4370702,126.6755946,2019-07-03,2019-07-03,제주특별자치도 제주시 조천읍 교래리 464-2,
1714,피규어뮤지엄,제주특별자치도 서귀포시 태평로 156 델앤델리조트,피규어관광,,33.3319209,126.363306,2019-07-05,2019-07-05,제주특별자치도 서귀포시 안덕면 광평리 산106-2,
1720,티아일랜드(숙소),제주특별자치도 서귀포시 막숙포로 100 T 아일랜드 펜션,3박 숙소,,33.2335586,126.5116295,2019-07-05,2019-07-05,제주특별자치도 서귀포시 대륜동 1452,
1806,새우조나단,제주특별자치도 제주시 조함해안로 490 오션그랜드제주호텔,딱새우,,33.5425888,126.665175,2019-07-17,2019-07-17,제주특별자치도 제주시 조천읍 함덕리 1252-55,
1728,제주공항,제주특별자치도 제주시 공항로 2,공항,,33.5067355,126.4927934,2019-07-07,2019-07-07,제주특별자치도 제주시 용담2동 2002,
1741,제주워터서커스,제주특별자치도 서귀포시 성산등용로17번길 55,제주 제주시 구좌읍 번영로 2172-80,,33.4233919,126.7436454,2019-07-09,2019-07-09,제주특별자치도 제주시 구좌읍 송당리 2764-2,
1803,제주공항,제주특별자치도 제주시 1100로 2070-510 윗세오름대피소,공항,,33.5060653,126.4930682,2019-07-17,2019-07-17,제주특별자치도 제주시 용담2동 2002-7,
1805,소금바치 순이네,제주특별자치도 제주시 해맞이해안로 2196,돌문어,,33.5035986,126.9126794,2019-07-17,2019-07-17,제주특별자치도 제주시 구좌읍 종달리 42-5,
1807,랜딩커피,,커피,,33.4351966,126.918853,2019-07-17,2019-07-17,제주특별자치도 서귀포시 성산읍 고성리,
1808,육고깃집,제주특별자치도 제주시 한림중앙로 30,고기,,33.4119015,126.2649292,2019-07-17,2019-07-17,제주특별자치도 제주시 한림읍 한림리 942-2,
1810,협재45m,제주특별자치도 제주시 한림로 381-8,협재45m,,33.3973252,126.2434584,2019-07-18,2019-07-18,제주특별자치도 제주시 한림읍 협재리 1661,
1811,김만복 깁밥,제주특별자치도 서귀포시 월드컵로 193,김만복 김밥,,33.2324443,126.5062291,2019-07-18,2019-07-18,제주특별자치도 서귀포시 대천동 707-2,
1837,알프스승마장포니,제주특별자치도 서귀포시 표선면 서성일로 73,"서귀포시 표선면 서성일로 73 초원코스:25,000원",,33.3984902,126.8027855,2019-07-20,2019-07-20,제주특별자치도 서귀포시 표선면 성읍리 475,
1605,무거버거,,햄버거,,33.5489023,126.6549363,2018-11-19,2018-11-19,제주특별자치도 제주시 조천읍 신흥리 15-5,
1582,최남단체럼감귤농장,,감귤따기체험,,33.2897637,126.693919,2018-11-12,2018-11-12,제주특별자치도 서귀포시 남원읍 남원리 2137-7,
1606,독채펜션,제주특별자치도 제주시 애상로 203,셋째날,,33.4526893,126.3417242,2018-11-19,2018-11-19,제주특별자치도 제주시 애월읍 고내리 730-5,
1607,할로비치,,망고,,33.3111122,126.2800088,2018-11-19,2018-11-19,제주특별자치도 제주시 한경면 저지리 산38-30,
1617,제주시청서문떡볶이,제주특별자치도 제주시 광양8길 2,ㅇ,,33.5001183,126.5290124,2018-11-22,2018-11-22,제주특별자치도 제주시 이도2동 1773-20,
1657,하효항(트릭아트 포토존),제주특별자치도 제주시 한경면 녹차분재로 542,트릭아트 포토존,,33.2492664,126.6210915,2019-06-23,2019-06-23,제주특별자치도 서귀포시 하효동,
1642,데이즈호텔,제주특별자치도 서귀포시 동홍로 7,4인2실,,33.2492761,126.5674376,2019-06-20,2019-06-20,제주특별자치도 서귀포시 중앙동 255-1,
1654,제주국제공항,제주특별자치도 제주시 공항로 2,도착 및 출발,,33.5052889,126.4905795,2019-06-23,2019-06-23,제주특별자치도 제주시 도두동 1,
1662,늘푸른농원(연리지가든),제주특별자치도 서귀포시 성산등용로 44 옛날옛적,흑돼지,,33.3444147,126.2026145,2019-06-23,2019-06-23,제주특별자치도 제주시 한경면 두모리 288-1,
1769,하이엔드 제주,제주특별자치도 제주시 애월북서길 56-1,카페,,33.4626811,126.3094215,2019-07-13,2019-07-13,제주특별자치도 제주시 애월읍 애월리 2543-5,
1735,성원식당,제주특별자치도 서귀포시 형제해안로 282,해물,,33.2097954,126.2915121,2019-07-09,2019-07-09,제주특별자치도 서귀포시 대정읍 상모리 87-5,
1743,제주공항,제주특별자치도 제주시 공항로 2,공항,,33.5073091,126.4961355,2019-07-10,2019-07-10,제주특별자치도 제주시 용담2동 2002,
1814,제주공항,제주특별자치도 제주시 다호동길 12,도착,,33.5007868,126.4959283,2019-07-18,2019-07-18,제주특별자치도 제주시 용담2동 1696-1,
1790,해든,제주특별자치도 제주시 1100로 2070-510 윗세오름대피소,잘거야야ㅑ야야야양,,33.5062214,126.4701133,2019-07-15,2019-07-15,제주특별자치도 제주시 도두동 1750-2,
1799,공항,제주특별자치도 서귀포시 중정로73번길 10-1,도착,,33.5058047,126.4936741,2019-07-16,2019-07-16,제주특별자치도 제주시 용담2동 1462,
1835,마라도여객선,제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관,제주특별자치도 서귀포시 대정읍 송악관광로 424,,33.2059129,126.2913572,2019-07-20,2019-07-20,제주특별자치도 서귀포시 대정읍 상모리,
1838,제주43평화공원,제주특별자치도 제주시 명림로 430 제주4.3평화기념관, 제주시 명림로 430,,33.4514547,126.6191461,2019-07-20,2019-07-20,제주특별자치도 제주시 봉개동 237-2,
1844,바다속고등어쌈밥,제주특별자치도 제주시 일주서로 7089,점심,,33.4842718,126.406797,2019-07-21,2019-07-21,제주특별자치도 제주시 애월읍 하귀1리 1548,
1846,거문오름,제주특별자치도 제주시 선교로 569-36 제주세계자연유산센터,ㅇ,,33.4567707,126.7156406,2019-07-21,2019-07-21,제주특별자치도 제주시 조천읍 선흘리 481,
1848,협재해수욕장,,한림읍 협재리 2497-1,,33.3942943,126.239933,2019-07-22,2019-07-22,제주특별자치도 제주시 한림읍 협재리,
1850,공룡랜드,제주특별자치도 제주시 광령평화2길 1, 애월읍 광령평화2길 19/7/6,,33.4418847,126.4336582,2019-07-22,2019-07-22,제주특별자치도 제주시 애월읍 광령리 2696,
1851,항몽유적지,제주특별자치도 제주시 항파두리로 50,무료,,33.4525565,126.4080064,2019-07-22,2019-07-22,제주특별자치도 제주시 애월읍 상귀리 1012,
1859,제주공항,,도착렌트카,,33.5019837,126.4944073,2019-07-23,2019-07-23,제주특별자치도 제주시 용담2동 1921,
1860,제주공항,제주특별자치도 제주시 공항로 2,8:35 도착예정,,33.5066793,126.4929749,2019-07-23,2019-07-23,제주특별자치도 제주시 용담2동 2002,
1862,제주봄뮤지엄스테이,제주특별자치도 서귀포시 검은여로130번길 68-16,검은여로130번길 68-16 (토평동329-1),,33.2502623,126.5872856,2019-07-23,2019-07-23,제주특별자치도 서귀포시 영천동 329-1,
1877,숙소,제주특별자치도 제주시 비월1길 17 우진빌라,http://naver.me/5oOVrL8C,,33.3946871,126.2582329,2019-07-24,2019-07-24,제주특별자치도 제주시 한림읍 옹포리 871,
1878,버거킹 이마트신제주점,제주특별자치도 제주시 비월1길 17 우진빌라,http://naver.me/xfcW9Lo7,,33.4769512,126.4754054,2019-07-24,2019-07-24,제주특별자치도 제주시 노형동 1537,
1882,한림칠돈가,,http://naver.me/xplDlgtY,,33.4072821,126.2615733,2019-07-24,2019-07-24,제주특별자치도 제주시 한림읍 동명리 2251,
1883,돈드림,제주특별자치도 제주시 조함해안로 573,ㄷ,,33.5442264,126.6728756,2019-07-25,2019-07-25,제주특별자치도 제주시 조천읍 함덕리 218-1,
1627,천짓골식당,제주특별자치도 서귀포시 중앙로41번길 4,돔베고기,,33.2482274,126.561346,2019-06-20,2019-06-20,제주특별자치도 서귀포시 천지동 294-10,
1665,제주공항,제주특별자치도 제주시 공항로 2,도착,,33.5067682,126.490769,2019-06-24,2019-06-24,제주특별자치도 제주시 용담2동 2002,
1697,마니펜션,,구좌읍 동백로 481-6,,33.4989358,126.7567075,2019-07-03,2019-07-03,제주특별자치도 제주시 구좌읍 덕천리 794,
1676,마라도가는여객선,,제주특별자치도 서귀포시 대정읍 송악관광로 424 마라도여객선매표소 064-794-6661,,33.2071072,126.2905232,2019-06-27,2019-06-27,제주특별자치도 서귀포시 대정읍 상모리 133-5,
1753,그마니네,제주특별자치도 제주시 일주서로 7217,전복해물탕,,33.4891271,126.4189683,2019-07-12,2019-07-12,제주특별자치도 제주시 애월읍 하귀1리 266-5,
1713,임금님밥상,제주특별자치도 제주시 오광로 128,갈치조림,,33.4849105,126.4609049,2019-07-05,2019-07-05,제주특별자치도 제주시 노형동 3742,
1726,참녀네집,,"전복죽,산낙지",,33.5599918,126.7299613,2019-07-07,2019-07-07,제주특별자치도 제주시 구좌읍 김녕리 6147,
1752,홋카이도,제주특별자치도 제주시 노연로 42 정한오피스텔,일식집,,33.4857841,126.4846827,2019-07-12,2019-07-12,제주특별자치도 제주시 노형동 939-2,
1760,도민상회본점,제주특별자치도 제주시 한림로3길 8,도민상회,,33.4133009,126.2602732,2019-07-12,2019-07-12,제주특별자치도 제주시 한림읍 한림리 1590-6,
1761,이너프,제주특별자치도 제주시 한림로3길 8,이너프,,33.4560147,126.4189888,2019-07-12,2019-07-12,제주특별자치도 제주시 애월읍 고성리 418-4,
