연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
202108,서양식 음식점업,내국인,남성,57182,62456,1327782541
202108,서양식 음식점업,내국인,여성,62159,67990,1345295433
202108,서양식 음식점업,중국,알수없음,12,20,987400
202108,스포츠 및 레크레이션 용품 임대업,내국인,남성,5718,6351,323851949
202108,스포츠 및 레크레이션 용품 임대업,내국인,여성,2977,3265,192100690
202108,스포츠 및 레크레이션 용품 임대업,중국,알수없음,12,15,3964700
202108,일식 음식점업,내국인,남성,11533,11927,730567446
202108,일식 음식점업,내국인,여성,8379,8660,444566719
202108,중식 음식점업,내국인,남성,8547,8867,227082905
202108,중식 음식점업,내국인,여성,5156,5374,132878415
202108,중식 음식점업,중국,알수없음,13,14,832500
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,22025,23606,301434230
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,17384,18665,233429985
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,12,18,254200
202108,한식 음식점업,내국인,남성,171440,179552,7217668811
202108,한식 음식점업,내국인,여성,123745,129693,4783511946
202108,한식 음식점업,중국,알수없음,46,51,2141050
202109,관광 민예품 및 선물용품 소매업,내국인,남성,9280,10018,292651390
202109,관광 민예품 및 선물용품 소매업,내국인,여성,12693,13862,379019030
202109,관광 민예품 및 선물용품 소매업,중국,알수없음,1,1,17000
202109,그외 기타 분류안된 오락관련 서비스업,내국인,남성,44,51,1300600
202109,그외 기타 분류안된 오락관련 서비스업,내국인,여성,58,60,1022200
202109,기타 수상오락 서비스업,내국인,남성,69,75,4760800
202109,기타 수상오락 서비스업,내국인,여성,42,46,1984800
202109,기타 외국식 음식점업,내국인,남성,1795,1845,56938850
202109,기타 외국식 음식점업,내국인,여성,968,984,31930300
202109,기타 외국식 음식점업,중국,알수없음,2,2,63000
202109,비알콜 음료점업,내국인,남성,22090,23940,226189886
202109,비알콜 음료점업,내국인,여성,19981,21622,211493686
202109,비알콜 음료점업,중국,알수없음,6,7,50500
202109,빵 및 과자류 소매업,내국인,남성,16293,17524,316091096
202109,빵 및 과자류 소매업,내국인,여성,20995,22553,393601296
202109,빵 및 과자류 소매업,중국,알수없음,17,18,705300
202109,서양식 음식점업,내국인,남성,48101,52679,1130413425
202109,서양식 음식점업,내국인,여성,53973,58948,1145807758
202109,서양식 음식점업,중국,알수없음,18,20,739850
202109,스포츠 및 레크레이션 용품 임대업,내국인,남성,4917,5447,307646610
202109,스포츠 및 레크레이션 용품 임대업,내국인,여성,2735,3002,186537539
202109,스포츠 및 레크레이션 용품 임대업,중국,알수없음,17,19,2294450
202109,일식 음식점업,내국인,남성,9193,9441,594930956
202109,일식 음식점업,내국인,여성,7201,7419,404639030
202109,중식 음식점업,내국인,남성,7194,7481,175994510
202109,중식 음식점업,내국인,여성,4083,4266,99701904
202109,중식 음식점업,중국,알수없음,12,16,627000
202109,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17656,18868,227680499
202109,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,14018,15014,181833720
202109,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,14,18,245000
202109,한식 음식점업,내국인,남성,139751,146012,5716491308
202109,한식 음식점업,내국인,여성,105496,110259,4045019182
202109,한식 음식점업,중국,알수없음,51,59,3399200
